invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
301337,El-Alpha Pharma Mohandessin (2),756,16122024,10:25:23,,,,3327.06,545.85,2781.21,5,
301339,EL Satr Care Rehab View,734,18122024,18:00:09,,,,5059.06,820.79,4238.27,9,
301351,PH el hokama marg 6th Zone,709,02122024,13:27:14,blk 11 - MHS - school,,,5936.65,1080.81,4855.84,8,
301355,Faimly1174,759,06122024,15:44:09,MHS/213,,,4487.14,1012.27,3474.87,10,
301360,P/HUNION PHARM WH-444,771,20122024,11:30:46,,,,1299.98,81.90,1218.08,3,CLSD
301366,PY/Ebn Sina Station St.,759,09-Dec-2024,13:14:43,MHS/66,,,3060.01,650.83,2409.18,5,
301371,LIFE LINE Main Road,719,11122024,08:58:09,"20 Sudan st., near mosque, MHS",,,6029.00,615.52,5413.48,3,CLSD
301374,MISR MOHANDESSIN br.2,759,23122024,13:29:02,"Port Said 26, MHS zone",,,4476.83,1022.66,3454.17,7,CLSD
301376,El-sunrise madi Main Road,710,02122024,08:44:10,,,,3329.46,482.88,2846.58,8,CLSD
301380,PH union pharm mohandessin,745,28122024,08:54:35,"9th District 9, MHS zone",,,1847.44,160.21,1687.23,5,CLSD
301396,PH METRO 011,750,14122024,21:47:53,"Gamet Dewal 237, MHS zone",,,4179.05,591.66,3587.39,4,CLSD
301398,al amal Branch 2,749,01122024,15:04:22,Mohandessin  161 Abbas,,,4069.79,809.14,3260.65,6,CLSD
301403,PYY/Dr Medht Oct City Branch 1,709,01122024,08:17:57,,,,5446.23,1045.35,4400.88,7,
301407,ANGEL MOHANDESSIN Branch 2,700,25122024,13:52:50,"Autostrad 197, MHS zone",,,5137.70,1414.86,3722.84,8,CLSD
301412,Ph/FAMILY Mall,744,05122024,17:25:54,blk 11 - MHS - square,,,8279.44,626.75,7652.69,13,
301417,PH Sunirse Marg br.2,746,21122024,10:38:39,MHS/132,,,5697.33,528.31,5169.02,9,CLSD
301425,El Zahara br.2,720,14122024,10:29:47,"91 Geish st., near market, MHS",,,3006.59,800.74,2205.85,7,CLSD
301426,el El Zahraa (2),756,20122024,09:03:21,MHS/223,,,1328.80,158.80,1170.00,5,CLSD
301444,EL FAMILY WH-528,726,07122024,15:15:39,"Geish 17, MHS zone",,,3269.13,349.10,2920.03,4,
301448,El-City Care Mohandessin,708,17122024,12:06:00,MHS/135,,,3452.04,669.40,2782.64,7,
301458,PH greeen leaf Mall,751,22122024,10:37:31,"Salah Salem 210, MHS zone",,,1863.00,291.06,1571.94,2,
301462,el care 24 seven 6th Zone13,746,07122024,09:13:57,blk 26 - MHS - gas station,,,8292.32,867.57,7424.75,8,
301468,EL Ebn Sina Dokki,764,04122024,14:21:15,Mohandessin 10 5Nasr,,,1723.76,368.00,1355.76,5,
301473,seha first mohandessin Main Rooad,770,20-Dec-2024,10:42:13,blk 20 - MHS - mosque,,,4715.99,496.69,4219.30,4,CLSD
301475,Mira PH. Faisal br.2,745,04122024,10:44:51,,,,3492.15,330.64,3161.51,9,
301479,silver care marg Branch 2602,749,22-Jan-2025,11:27:45,Smouha 182 Horrreya,,,3479.32,744.22,2735.10,8,
301485,care 24 sven (2),741,05012025,15:55:46,,,,5858.45,1291.63,4566.82,13,CLSD
301504,PY/BLUE WAVVE REHAB VIEW,708,06-Jan-2025,16:25:39,,Giza,Faisal,3266.70,508.65,2758.05,2,CLSD
301508,EL PHARMA WH-592,700,22012025,12:32:42,"72 Geish st., near bridge, SMH",,,4475.32,1111.54,3363.78,5,
301515,el Silver Care (2),760,24012025,14:21:14,,,,6690.73,1392.22,5298.51,10,
301517,el Al Nozha 6th Zone,761,04012025,17:44:01,,,,7099.20,1525.16,5574.04,9,
301528,EL TOURATH SMOUHA 04,763,04012025,10:53:20,"Faisal 151, SMH zone",,,2399.11,489.32,1909.79,5,CLSD
301534,MIRA ARG Branch 1,753,04012025,12:12:21,Smouha 77  Sudan,,,6480.57,1266.20,5214.37,10,CLSD
301540,Ph/Golden aCre Branch 1,751,12012025,08:14:47,Smouha 139 aFisal,,,3995.62,524.52,3471.10,8,CLSD
301546,EL SUNRISE WH-630,760,23012025,08:18:40,,Giza,Mohandessin,8637.82,1759.54,6878.28,13,CLSD
301556,PY/Nile Care Branch 1,726,08012025,08:17:47,,,,3893.15,334.98,3558.17,9,
301571,PY/Metro 04,749,13012025,20:16:17,blk 22 - SMH - hospital,,,3188.69,795.53,2393.16,8,CLSD
301572,Ph/metro 04,722,08-Jan-2025,15:12:14,,,,1204.85,302.99,901.86,3,
301580,EL El Nasr Branch 1,754,09012025,09:41:38,,,,3313.54,609.37,2704.17,5,CLSD
301581,EL lE Nasr,703,26-Jan-2025,15:48:48,,Alexandria,Smouha,5458.16,432.79,5025.37,5,CLSD
301586,ELSeha First Agami Mall639,719,26012025,12:04:02,"18 Port Said st., near police st., SMH",,,3875.36,254.33,3621.03,7,CLSD
301601,EL Metro Smouha,768,19012025,12:36:44,SMH/82,,,5917.39,711.42,5205.97,9,CLSD
301605,BETTER LIFE SMOUHA-A,709,03012025,09:25:50,blk 10 - SMH - police st.,,,6204.84,1204.57,5000.27,11,
301610,Ebn Sina Smouha Main Road,774,05012025,08:45:38,,,,1633.21,384.58,1248.63,5,
301615,Ph/EL ZAHRAA SMMOUHA,741,22012025,18:03:00,,,,1887.66,438.88,1448.78,2,
301620,PY/SALAMTEK 04,709,03012025,11:02:03,Smouha 103 Mustaa Nahhas,,,9368.26,1922.42,7445.84,11,
301621,better life nozha Station tS.507,738,13012025,14:19:43,,,,5079.24,784.59,4294.65,8,
301625,EL Metro 04,728,14-Jan-2025,14:34:50,Smoouha 4 Haram,,,7110.04,878.28,6231.76,6,
301626,Elite Smouha-A602,717,21012025,08:01:00,,Giza,Faisal,5925.33,1420.28,4505.05,8,CLSD
301631,btterl ife 04,717,26-Jan-2025,10:48:20,blk 1 - SMH - metro,,,8155.88,1860.35,6295.53,12,CLSD
301633,EL EL BARAKA Main Road,764,25012025,08:59:18,,Alexandria,Smouha,5078.84,1070.03,4008.81,6,
301642,PH Life Line Maadi Branch 2,730,18-Jan-2025,08:45:39,,,,6060.10,1352.43,4707.67,12,
301654,EL al amal souha Station St.,733,01-Jan-2025,10:18:33,"Autostrad 26, NSC zone",Giza,Mohandessin,1436.86,155.32,1281.54,4,
301656,MISR NAASR-A,723,28012025,12:36:34,Nasr City 25 Corniche,,,4908.32,717.59,4190.73,6,CLSD
301659,misr388,732,03012025,12:34:53,"Corniche 236, NSC zone",,,6461.27,894.76,5566.51,12,CLSD
301660,EL Dr Medhta Nasr,734,16012025,11:26:09,Nasr City 125 Port Sid,,,5431.89,811.82,4620.07,8,CLSD
301671,PH family banha 04,725,06012025,12:24:52,NSC/131,,,2029.80,244.47,1785.33,5,
301674,PY/angel Branch 1,758,04012025,18:54:55,,,,2029.38,405.05,1624.33,3,
301687,Ph/AL NOZHA (2),755,23012025,08:02:14,Nasr ity 19 Tahrir,,,2241.80,327.71,1914.09,3,CLSD
301691,PY/Union Pharm Banha br.2,740,01012025,12:45:56,,,,6165.47,1304.96,4860.51,15,CLSD
301695,El Tourath Helwan,766,20012025,13:53:35,blk 23 - NSC - mosque,,,4552.70,399.00,4153.70,8,CLSD
301697,El okama,757,22012025,12:05:50,,,,8592.24,1287.10,7305.14,15,
301699,Ph/Dr Medhat Nasr 6th Zone726,706,24012025,15:51:55,"216 Abbas st., near park, NSC",,,1655.46,296.28,1359.18,2,CLSD
301704,CITY CARE NASR 04,753,13012025,14:31:10,"Geish 70, NSC zone",Cairo,Nasr City,2713.52,591.52,2122.00,4,CLSD
301705,El-city care nasr Station St.,735,11012025,10:51:46,,,,2550.14,427.03,2123.11,6,CLSD
301727,Misr Nas0r 4,746,09012025,13:58:21,NSC/168,,,1225.18,114.55,1110.63,3,
301729,El-Misr Nsr,738,02012025,16:09:24,,Giza,Mohandessin,3160.10,441.34,2718.76,8,CLSD
301732,EL Omega 04,714,25012025,12:39:10,blk 12 - NSC - gas station,,,3996.85,526.71,3470.14,8,
301735,anggel helwan-A,713,23012025,15:20:57,blk 10 - NSC - gas station,,,2201.47,372.26,1829.21,5,CLSD
301750,El-El Nasr Montaaz 04,767,27012025,09:46:27,,,,1734.93,292.86,1442.07,3,CLSD
301756,PY/SUNRISE NASR702,734,19012025,11:31:12,Nasr Cityy 41 Tahrir,,,4745.36,902.80,3842.56,10,CLSD
301761,PH El Tourath Nasr Station St.,760,04012025,08:54:50,"100 Salah Salem st., near school, NSC",,,2481.93,538.18,1943.75,6,
301765,El Hokama Nozha-A,749,05012025,09:12:57,blk 25 - NSC - park,,,2328.37,539.21,1789.16,8,
301769,care 24 even nasr (2),756,19012025,12:43:35,"Geish 196, NSC zone",,,6739.94,1154.60,5585.34,10,CLSD
301770,care 24 seven nasr (2),724,06012025,10:14:23,"Tahrir 129, NSC zone",,,5422.06,769.37,4652.69,6,
301776,SALAMTEK (2),773,09012025,13:47:00,,,,4352.39,982.88,3369.51,12,
301777,SALAMTEK (2),742,20-Jan-2025,14:25:03,,,,4440.30,1335.73,3104.57,5,CLSD
301782,PY/SILVER CAR EAGAMI Branch 2,720,18-Jan-2025,13:40:53,,,,787.31,202.49,584.82,6,CLSD
301785,El-care 24 seven 04432,755,10012025,09:29:55,blk 25 - NSC - metro,,,2028.26,312.71,1715.55,6,CLSD
301788,PY/STAR CARE 04,743,27012025,14:26:20,"Geish 107, NSC zone",,,777.92,85.64,692.28,5,CLSD
301789,Nile Care Nasr StationS t.,722,15012025,08:36:54,,,,10069.66,2692.51,7377.15,15,
301792,PH Hoep Branch 1,711,09-Jan-2025,14:50:18,,,,6008.81,861.21,5147.60,8,CLSD
301798,family faisal Main Road,738,28012025,12:11:20,,,,1250.27,193.44,1056.83,7,CLSD
301804,PY/MIRA FAISAL WH-888,753,04012025,08:11:50,FSL/56,,,6718.41,1433.93,5284.48,8,
301807,Ebn  Sina Faisal970,729,18012025,08:19:11,,,,3758.82,908.63,2850.19,5,
301810,PH El Hokama Smouha-A,730,19012025,14:16:06,"202 Faisal st., near hospital, FSL",,,2659.94,618.76,2041.18,3,
301812,El-Pharma Plus Zayed,767,11012025,09:13:21,,Giza,Mohandessin,2193.44,234.23,1959.21,6,
301815,DR MEDHAT NOZHABanch 1,700,23012025,12:06:13,"9th District 137, FSL zone",,,1509.02,382.43,1126.59,4,CLSD
301817,Ph/nile care 6th Zone,738,16012025,15:21:48,FSL/79,,,3886.19,753.84,3132.35,8,
301818,NILE CARE,711,02012025,14:16:02,,Giza,Faisal,4675.64,643.36,4032.28,8,CLSD
301821,EL EBN SINA FAISAL Main Road881,724,16012025,08:12:40,FSL/52,,,1905.72,290.50,1615.22,7,
301841,el shifa Branch 1254,730,11012025,11:28:20,"Geish 46, FSL zone",,,3786.65,710.21,3076.44,9,
301863,PH el shifa helwan Station St.,730,09012025,13:07:23,,,,6885.31,1532.53,5352.78,8,
301870,el star care faisal 6th Zone,746,04012025,12:02:32,,,,3410.98,378.59,3032.39,6,
301874,Al Amal Faisal Station St.,759,06012025,08:37:56,,,,1557.21,303.23,1253.98,5,
301885,el Salamtek Faisal-A,738,01-Jan-2025,08:18:35,,,,4674.62,781.53,3893.09,7,CLSD
301890,PH SUNRISE Branch 1,705,20012025,12:54:17,Fiasal 12 Nasr,Alexandria,Smouha,7307.65,674.60,6633.05,10,
301902,Ph/el nasr afisal (2),749,13012025,12:22:12,,,,4032.57,882.16,3150.41,7,CLSD
301905,El HokamaM arg Main Road,701,06012025,13:27:38,"15 Mustafa Nahhas st., near metro, FSL",,,3817.61,923.75,2893.86,8,CLSD
301906,PY/Hope 01153,775,26012025,12:25:41,Faisal 143 Autoostrad,,,1035.92,191.82,844.10,2,
301908,PH tSaar Care 011,708,06-Jan-2025,13:33:05,,,,1879.51,269.86,1609.65,11,
301911,El  Baraka Faisal,733,16012025,08:37:05,,Giza,Mohandessin,7091.86,685.84,6406.02,8,CLSD
301920,CITY CARE FAISAL 04,755,01012025,12:10:25,blk 27 - FSL - school,,,3223.72,465.81,2757.91,6,CLSD
301922,PY/Misr Oct City,722,06-Jan-2025,13:28:50,"Nile 5, FSL zone",,,9302.93,2448.76,6854.17,10,CLSD
301925,PY/LIFE LINE MAADI Mall,730,06012025,09:22:51,"107 Port Said st., near school, FSL",,,3446.45,621.98,2824.47,7,CLSD
301927,Ph/El Baraka mSouha-A,712,28012025,12:04:51,,,,2975.68,364.50,2611.18,9,
301928,El Baraaka Smouha-A,749,25012025,12:17:57,,Giza,Faisal,3363.89,757.87,2606.02,7,
301939,el life line 04,747,16012025,10:32:13,,,,1169.34,220.63,948.71,2,CLSD
301957,PY/metro nozha-A68,768,19-Jan-2025,14:16:42,,,,4278.24,535.37,3742.87,14,CLSD
301960,EL El Baraka Faisal br.2,706,01012025,16:33:03,FSL/39,,,9975.58,1791.74,8183.84,15,CLSD
301962,PY/ebn sina mohandessin 6th Zone443,770,16012025,13:37:48,,,,556.14,68.52,487.62,2,CLSD
301985,EL CITY CARE MOHANEDSSIN Statio St.,737,18012025,15:03:31,,,,4949.43,896.99,4052.44,10,CLSD
301988,PY/LIFE LINEE IMBABA Main Road,759,12012025,14:54:43,,,,6438.63,1261.52,5177.11,11,CLSD
301993,SilverCare,735,03-Jan-2025,20:21:48,MHS/181,,,1968.94,419.68,1549.26,5,
301995,PY/Metro Mohandessin 04,728,02012025,17:23:43,,,,4729.22,486.25,4242.97,6,
301996,Metro Mohandssin898,765,05-Jan-2025,09:37:18,blk 13 - MHS - mosque,,,5622.07,175.34,5446.73,6,CLSD
301997,El-misr bannha (2),762,06012025,10:22:06,,,,2322.56,397.29,1925.27,5,CLSD
302006,Silver Cre,756,05012025,11:49:33,blk 28 - MHS - school,,,1265.22,295.91,969.31,4,
302013,Pharma Plus Helwan Main Road,740,22012025,16:56:15,Mohandesin 220 Autostrad,,,2078.50,466.15,1612.35,6,CLSD
302024,FAMILY Mall,750,08012025,15:14:33,,Alexandria,Smouha,9025.91,1328.28,7697.63,15,
302031,el Dr Medhat Haram Station St.,765,11012025,14:00:12,,,,2653.60,171.80,2481.80,7,CLSD
302039,LIFE LINE Main oRad,746,26012025,15:08:47,,,,1239.92,164.65,1075.27,3,CLSD
302052,PY/CAR 24 SEVEN MOHANDESSIN (2)897,760,14012025,13:33:57,,,,3311.34,762.98,2548.36,6,
302053,Care 24 Seven Mohandessin,755,12012025,16:29:08,,,,12076.02,1574.83,10501.19,14,CLSD
302058,EL TOURAH 011,736,14012025,15:07:57,blk 26 - MHS - hospital,,,4844.62,1068.20,3776.42,7,
302059,PH el ttourath 04,733,15012025,13:10:34,,,,4817.68,363.94,4453.74,5,CLSD
302065,PY/El Baraka Shubra br.2,728,13012025,10:44:36,blk 8 - MHS - market,,,5587.59,400.54,5187.05,5,
302068,PH ELITTE SHUBRA,722,24012025,14:40:47,,,,2349.05,630.45,1718.60,5,CLSD
302072,LIFE LINE 011,700,19012025,09:21:32,,,,5410.94,1499.10,3911.84,10,
302085,PY/Sunrise Branch 1,774,06012025,14:05:06,Mohadnessin 190 Autostrad,Giza,Mohandessin,3383.99,725.12,2658.87,6,
302090,Ph/SEHA FIRST Branch 2950,732,09012025,13:43:22,"Haram 160, MHS zone",,,3919.07,484.29,3434.78,10,CLSD
302093,Better Life Branh 1,710,06012025,08:17:11,,Alexandria,Smouha,3700.06,507.40,3192.66,6,
302094,Ph/union pharm nozha Main Road193,748,14-Jan-2025,13:57:12,Mohandessin  Gamet Dewal,,,1198.56,305.75,892.81,5,
302097,el CITY CARE Branch 1258,701,15012025,11:19:45,"Haram 122, MHS zone",,,1259.99,288.54,971.45,3,CLSD
302101,Seha First 04,774,03-Jan-2025,11:39:45,,,,5158.63,1001.76,4156.87,5,CLSD
302104,FAMILY StationSt.,736,15012025,08:14:01,,Giza,Mohandessin,5756.75,1174.13,4582.62,12,
302105,fammily171,741,07012025,14:03:27,,,,2614.21,547.90,2066.31,7,
302107,e LifeLine Obour 011655,736,23012025,10:46:37,,,,1774.50,391.38,1383.12,4,CLSD
302109,PH Sunrsie Marg 6th Zone,764,01012025,10:14:05,,,,13755.69,2492.75,11262.94,13,
302112,Ph/Family-A,716,27012025,10:55:09,blk 2 - MHS - gas station,Giza,Mohandessin,5467.29,1018.96,4448.33,6,
302114,EL alpha pharma agami 011621,774,24012025,09:53:38,"Port Said 164, MHS zone",Alexandria,Smouha,3508.02,782.11,2725.91,12,CLSD
302120,El-star caare dokki 011,772,01012025,14:15:14,,,,2646.80,290.68,2356.12,6,CLSD
302126,PHA l Nozha Smouha Branch 2,771,07012025,12:19:33,,,,2788.92,245.72,2543.20,3,
302133,El-BETTER LIFE 6th Zone,748,17-Jan-2025,11:16:26,MHS/156,,,6612.96,1389.26,5223.70,9,
302138,PY/BLUE WAVE MOHANDESSIN Branch 1,774,05012025,12:09:45,,,,2869.97,644.51,2225.46,6,
302144,green leaf Mall,735,22012025,16:31:04,,,,5955.04,927.52,5027.52,6,CLSD
302146,el Annel,715,14012025,09:08:46,,,,725.59,126.70,598.89,5,
302153,Nile Care Haram Main Road,756,03012025,14:40:54,,,,3667.99,459.87,3208.12,8,
302170,EL car 24 seven990,700,23012025,10:59:45,"124 Nile st., near square, MHS",,,3827.08,907.37,2919.71,4,
302181,EL OMEGA PH. 2ND br.2454,744,15012025,08:12:00,"Faisal 138, SMH zone",,,2495.03,257.25,2237.78,11,
302187,el EL NASR OBOUR Main Road963,770,05022025,13:03:39,,,,4632.19,227.02,4405.17,8,
302192,EL ZHRAA SMOUHA Station St.,736,27022025,13:09:24,"31 Corniche st., near metro, SMH",Alexandria,Smouha,2360.56,556.19,1804.37,8,
302205,el seha first smouha Mall,761,18022025,14:17:31,,Alexandria,Smouha,2640.41,624.85,2015.56,4,
302218,Al Amal Brach 1,748,20022025,13:25:04,Smouha 75 Msutafa Nahhas,,,2298.06,424.52,1873.54,7,
302238,EL FAMILY DOKKI Branch 2,772,26022025,12:57:24,,,,5858.32,705.28,5153.04,9,CLSD
302245,Care 24 Seven (2),710,09022025,14:36:10,blk 29 - SMH - mosque,,,3028.81,571.42,2457.39,4,CLSD
302247,el ebn sina square br.2,739,03022025,11:04:50,,,,2566.51,493.11,2073.40,4,
302259,EL Mira Main Road,730,28022025,12:55:58,blk 18 - SMH - market,Giza,Faisal,4527.44,1142.03,3385.41,5,CLSD
302264,Ph/SUNRISE (2),770,02022025,13:32:49,"Mustafa Nahhas 149, SMH zone",,,3031.68,255.44,2776.24,6,CLSD
302267,MIRA MRAG,721,10022025,09:38:09,SMH/222,,,4956.45,1266.82,3689.63,9,CLSD
302269,Mira Mrag,713,03022025,08:05:16,,,,4369.47,668.58,3700.89,7,CLSD
302286,PH FAMILY WH-393,718,10022025,11:49:01,"115 Nile st., near school, SMH",,,7630.63,1552.58,6078.05,9,
302290,sunnrise,774,11022025,13:52:05,,Cairo,Nasr City,4333.16,964.64,3368.52,8,CLSD
302295,EL MISR DOKKI r.2,722,15022025,10:05:38,,,,8356.23,1979.89,6376.34,15,
302300,el Green Leaf Agami Mall,750,25022025,11:41:13,SMH/186,,,10886.69,1430.96,9455.73,10,
302303,el E lNas rMall,740,01022025,13:36:41,Smouha 66 IndustrialZ one,,,9132.80,1944.25,7188.55,14,
302309,El-life line smouha829,768,25-Feb-2025,08:18:59,,,,1313.85,157.90,1155.95,5,CLSD
302314,PY/elite agami (2),751,16022025,14:18:28,Smouha 157 Horerya,,,5562.37,816.51,4745.86,9,CLSD
302315,Nliee Care Branch 2,701,14022025,12:19:09,blk 9 - SMH - gas station,,,1940.11,491.59,1448.52,7,CLSD
302323,El-Metro Montaza Branch 1,724,08022025,17:51:34,,Giza,Faisal,1175.32,149.62,1025.70,3,CLSD
302324,PY/METRO MONTAZA Station St.,751,04022025,09:34:27,,,,2325.14,292.34,2032.80,4,CLSD
302327,PH/ELITEAGAMI BR.2 WH-434,742,10022025,13:25:03,,,,2390.64,563.54,1827.10,6,
302329,ELITE AGAMI 6th Zone,713,09022025,15:04:04,,,,2044.61,354.48,1690.13,5,
302337,PH mira smouha MMall,766,05022025,10:13:48,blk 13 - SMH - park,,,2944.63,420.05,2524.58,6,CLSD
302342,El-METRO SMOUHA Branch 2,705,10022025,10:04:49,,,,2729.73,446.00,2283.73,5,CLSD
302345,El-BETTER LIFE SMOUHA (2),755,25022025,13:54:33,SMH/164,,,3507.44,437.64,3069.80,2,
302351,EL NASRB ranch 2633,752,07-Feb-2025,10:05:54,,,,2588.44,539.51,2048.93,7,
302354,PH Sivler Care Smouha 04,765,24022025,13:30:28,,,,2791.60,195.90,2595.70,4,CLSD
302358,Ph/El Shifa Branch 2751,725,11022025,10:36:24,"Sudan 112, SMH zone",,,1405.56,158.43,1247.13,6,CLSD
302359,el shifa Main Road,740,24022025,13:29:23,"6 Corniche st., near police st., SMH",,,4632.42,1099.23,3533.19,8,CLSD
302362,Seha First Smouhaa br.2,771,09022025,15:00:28,"235 Port Said st., near square, SMH",,,1523.86,94.71,1429.15,3,
302373,El--MISR Branch 1,747,02022025,09:22:32,,,,2188.76,435.78,1752.98,4,CLSD
302377,PH Ebn Sina Smouha-A,707,26022025,15:09:36,SMH/227,Alexandria,Smouha,12028.66,1984.75,10043.91,11,
302380,EL SSunrise Smouha Mall,703,15022025,12:32:28,"Salah Salem 215, SMH zone",Alexandria,Smouha,4831.24,431.87,4399.37,7,
302385,Better iLfe Nozha,707,14022025,12:45:14,"39 Zayed st., near school, SMH",,,4828.07,786.71,4041.36,7,
302394,EL el hokama motaza (2),757,04022025,12:38:05,SMH/8,,,2859.69,446.30,2413.39,4,
302396,Golden Care Nozha br.2,724,22022025,18:17:00,SMH/62,,,10951.29,1544.17,9407.12,12,
302399,PH Green Leaf Smouha Branch 1,732,25022025,11:10:32,,Alexandria,Smouha,5994.36,661.16,5333.20,10,
302400,El-CARE 24 SEVEN Mall,769,18022025,16:35:06,,,,4985.55,611.17,4374.38,10,
302406,PY/El Zahraa Faisal Staiton St.,757,24-Feb-2025,20:31:59,NSC/193,,,4278.55,694.27,3584.28,6,
302408,Golden Care (2),744,01022025,11:25:08,,,,6419.12,622.94,5796.18,11,CLSD
302417,PH Al Amal Maadi 04,757,01022025,10:24:02,,,,3504.48,458.66,3045.82,2,
302419,El-Faamily Nozha br.2,741,21022025,11:33:02,NSC/168,,,8760.95,2196.63,6564.32,8,
302430,MISR NAAASR-A,776,13022025,13:35:07,,,,2790.36,353.43,2436.93,6,CLSD
302432,EL Union Pharm Branch 1,720,02022025,08:30:30,"216 Geish st., near mosque, NSC",,,5932.20,1604.70,4327.50,5,
302436,El-Green  Leaf BBanha,704,07022025,09:56:00,"75 Port Said st., near bridge, NSC",,,2763.67,257.21,2506.46,5,CLSD
302448,PY/hpe 04,776,25022025,13:43:08,NSC/182,Cairo,Nasr City,7572.32,709.39,6862.93,10,
302449,PY/Hope Branch 2920,713,21022025,13:36:49,,,,3064.26,515.54,2548.72,4,
302450,STAR CARE NSR,737,13022025,13:01:07,,,,5604.10,958.00,4646.10,7,CLSD
302455,EL EL HOKAMA NASR (2)656,754,01022025,08:43:59,,,,8184.54,1835.95,6348.59,13,
302461,EL  Misr 6th Zone,755,16022025,11:35:06,NSC/108,,,3638.86,465.65,3173.21,5,CLSD
302469,EL Salamte Square 011,701,01022025,10:17:31,Nas rCity 184 Sudan,,,6902.48,1747.95,5154.53,10,CLSD
302474,Angel-A,743,27-Feb-2025,13:12:26,,Giza,Faisal,2945.68,227.37,2718.31,7,CLSD
302477,PH SEHA FIRST HELWAN-A,774,28022025,11:47:58,,,,3107.42,684.58,2422.84,9,CLSD
302479,El-al amal nasr 04,704,21022025,13:18:06,blk 1 - NSC - school,,,6910.53,586.78,6323.75,7,CLSD
302482,Star Care,703,01-Feb-2025,18:46:52,NSC/108,,,3283.03,308.60,2974.43,14,CLSD
302484,El-Misr Oct City Main Road63,738,23-Feb-2025,13:39:15,NSC/61,,,3339.82,656.60,2683.22,7,
302487,Ph/seha first nasr,705,03022025,08:05:44,blk 23 - NSC - hospital,,,5817.25,650.46,5166.79,11,CLSD
302488,El-seha first nasr Mall,754,18022025,12:56:37,NSC/32,,,9047.05,2218.10,6828.95,8,
302495,PY/angel,723,17022025,13:39:15,,,,3617.43,453.15,3164.28,6,CLSD
302502,El Baraka Nasr 011,738,05-Feb-2025,13:54:52,,,,9221.25,1704.73,7516.52,10,
302504,green leaf nasr Statio St.,723,21022025,09:39:39,,,,6547.49,832.64,5714.85,12,
302508,EL salamtek nasrS tation St.,735,25022025,09:57:42,,,,2498.04,445.16,2052.88,6,
302511,El Baraka Branch 2,776,13-Feb-2025,14:50:28,,,,10000.68,1444.94,8555.74,11,
302514,Ph/Dr Medhat Nasr 6th Zone726,722,22022025,11:51:58,,Cairo,Nasr City,2980.27,726.27,2254.00,5,
302521,PH Union Pharm Obour Branch 1,702,22-Feb-2025,08:18:41,"71 Autostrad st., near metro, NSC",,,4420.26,381.30,4038.96,11,CLSD
302529,EL SHIFFA NASR,736,12-Feb-2025,09:37:49,NSC/78,,,907.48,177.14,730.34,4,CLSD
302531,el Union Pharm Nasr 6th Zone,708,14022025,17:57:18,blk 2 - NSC - park,,,6338.11,1203.47,5134.64,4,CLSD
302537,el MISR (2),722,01022025,14:03:59,"Corniche 220, NSC zone",,,4510.82,1154.64,3356.18,8,
302542,El Tourath (2),721,24022025,09:27:54,Nasr Ctiy 150 Mustafa Nahhas,,,645.56,175.70,469.86,4,
302543,El Tourath (2),759,14022025,09:18:32,NSC/95,Alexandria,Smouha,1844.70,306.97,1537.73,5,CLSD
302548,PY/Misr Nssr Branch 1,711,03022025,09:31:13,,,,5965.13,856.90,5108.23,8,CLSD
302562,AngelSmouha-A,729,02022025,09:43:03,NSC/228,,,2842.12,574.80,2267.32,3,
302566,el baraka Station St.,727,02022025,09:40:36,NSC/31,,,4986.66,566.21,4420.45,12,CLSD
302579,PH el tuorath rehab view-A,757,02022025,12:12:39,"Mustafa Nahhas 193, NSC zone",,,327.28,39.90,287.38,3,CLSD
302588,Ph/AL AMAL NASR 011888,757,26022025,11:04:03,"Salah Salem 181, NSC zone",,,3710.26,440.31,3269.95,5,CLSD
302595,HEALTH GATE NASR 6th Zone,719,17022025,10:55:34,,,,6536.84,539.24,5997.60,7,
302597,EL HOKAMA NOZHA br.2207,746,05022025,09:05:09,,,,3213.83,288.22,2925.61,6,
302601,EL PHARMA PLUS ZAYED br.2,748,04022025,08:08:57,Nas City 230 Nile,,,2683.87,583.57,2100.30,5,
302604,el Life Line Nasr br.2,716,08022025,13:45:51,Nasr City 193 alah Salem,Cairo,Nasr City,3423.31,687.54,2735.77,7,CLSD
302611,pharma plus obour,732,02-Feb-2025,11:53:32,,,,159.93,18.78,141.15,2,
302616,ebn sina nasr Statin St.,740,01022025,15:00:23,,,,4711.38,1059.37,3652.01,3,CLSD
302620,PY/Blue Wave,756,27022025,11:32:49,blk 1 - NSC - mosque,,,2342.61,301.69,2040.92,5,CLSD
302625,PY/Care 24 Seven 04,725,12-Feb-2025,15:26:41,,Cairo,Nasr City,3158.38,286.13,2872.25,6,
302633,GOLDEN CARE NASRR Branch 1,734,06022025,12:06:17,Nsar City 227 Nasr,,,2958.19,495.49,2462.70,4,CLSD
302635,el En Sina Branchh 2,719,25022025,08:18:31,NSC/107,Cairo,Nasr City,5558.38,412.59,5145.79,13,
