invoice_no,account_name_raw,branch_code,entry_date_text,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,stated_line_count,record_state
301307,PH LE SIFA-A,751,16122024,12:25:23,"Industrial Zone 77, HRM zone",,,4687.18,1173.32,3513.86,9,
301312,El Zahraa Station St.,706,24-Dec-2024,10:57:38,"Nile 101, HRM zone",,,1626.44,234.63,1391.81,7,
301316,EL Star Care Rehab View,747,23122024,20:39:35,Haram 13 Geish,,,1548.23,348.31,1199.92,6,CLSD
301320,Silver Care br.2,719,17-Dec-2024,13:37:32,,Giza,Haram,3036.10,556.87,2479.23,3,CLSD
301323,EL el hokama marg781,710,02122024,13:15:51,,,,5936.65,1206.21,4730.44,8,
301327,e tourath-A,753,06122024,17:44:09,,,,4689.97,710.93,3979.04,11,
301346,Misr Imbaba-A,732,05122024,13:25:50,"Autostrad 87, IMB zone",,,4476.83,616.39,3860.44,7,CLSD
301352,Unnion Pharm Mohandessin Branch 2,768,15122024,08:22:53,MHS/213,,,1847.44,243.93,1603.51,5,
301356,EL green leaf br.2,743,18122024,11:28:10,,,,2004.05,328.85,1675.20,3,
301359,Healt Gate br.2632,724,03-Dec-2024,17:58:24,"Port Said 178, MHS zone",,,7372.41,1089.00,6283.41,8,CLSD
301360,El-Health Gate Branch 1,711,01122024,13:43:59,blk 3 - MHS - park,,,5073.03,1008.33,4064.70,8,
301363,ELa ngel-A,706,11122024,13:50:53,,,,665.60,60.61,604.99,2,
301369,PH al amal,713,23122024,15:49:18,Mohandessin 027 Faisal,,,4069.79,847.29,3222.50,6,CLSD
301375,DR MEDHAT OCT CIYT 011,717,24122024,08:39:50,,,,5446.23,425.36,5020.87,7,
301376,Misr Brancch 2500,765,02122024,10:17:57,Mohanedssin 163 9th District,Cairo,Helwan,7954.22,846.77,7107.45,15,CLSD
301377,El-Misr br.2,751,06122024,14:56:33,"Gamet Dewal 126, MHS zone",Alexandria,Mandara,739.43,204.38,535.05,4,
301385,Family Branch 2,762,16122024,17:45:50,,,,8279.44,742.89,7536.55,13,
301394,MIRA SHEIKH 6th Zone,766,19122024,13:10:47,Sheikh Zayed 69 orreya,,,5503.55,1141.51,4362.04,7,CLSD
301398,El Zahraa BBranch 1,715,18122024,09:01:43,,,,1336.22,124.17,1212.05,7,CLSD
301406,AL NOZHA SMOUHA-A,711,15122024,15:04:31,"10 Horreya st., near gas station, BNH",,,7447.38,1222.70,6224.68,14,CLSD
301421,CITY CARE SHUBRA 011,744,02122024,12:39:08,,,,3452.04,234.46,3217.58,7,
301425,care 24 seven shubra,722,18122024,10:51:14,,,,7230.70,500.23,6730.47,8,
301427,Ph/Salamtek Agami 6th Zone,763,21122024,13:22:46,,,,4161.74,376.16,3785.58,10,
301431,PY/CARE 24 SEVEN 04,749,23122024,15:18:06,,,,7247.60,927.58,6320.02,10,CLSD
301438,PH El ShifaS hubra Mall994,769,17122024,09:05:33,,,,5373.77,720.83,4652.94,12,CLSD
301446,Sunrise PH. Oct City 2nd,724,01122024,17:08:24,Madi 147 Geish,,,4781.00,779.48,4001.52,7,CLSD
301457,P HCare 24 Seven Main Road,732,26012025,15:57:20,blk 27 - AGM - bridge,,,5858.45,929.54,4928.91,13,CLSD
301461,EL EL NASR MARG 011,752,19012025,11:11:35,AGM/54,,,15385.03,3639.68,11745.35,11,
301464,ELITE 6th Zne582,734,07012025,13:03:02,"96 Corniche st., near square, AGM",,,2539.44,499.43,2040.01,6,
301467,PH EL TOUATH,707,21012025,10:24:52,"210 Geish st., near mosque, AGM",Alexandria,Agami,3032.74,485.11,2547.63,11,CLSD
301468,EL Al Nozha Agami 6th Zone,713,09012025,11:48:13,blk 8 - AGM - school,,,4091.60,753.80,3337.80,5,
301476,el Misr 66th Zone,713,13012025,12:54:34,,,,7517.28,1354.78,6162.50,13,
301490,PY/Care 24 Seven (2),731,14012025,09:17:05,,,,8824.04,1375.75,7448.29,12,CLSD
301491,Caare 24 Seven br.2,752,17012025,17:33:08,,,,4374.34,998.04,3376.30,9,
301492,CITY CARE MAADI Mall,743,12012025,11:49:19,"77 Gamet Dewal st., near bridge, MTZ",,,2470.41,455.87,2014.54,10,CLSD
301493,Ph/Silver Care Branch 1,760,20012025,14:18:05,"230 Corniche st., near gas station, MTZ",,,6690.73,892.17,5798.56,10,
301505,EL CARE 24 SEVEN SQUARE Mall,753,23012025,20:15:00,"74 Zayed st., near police st., SDG",,,899.12,93.31,805.81,3,CLSD
301506,Care 24 Seven Square,732,27012025,09:28:12,SDG/184,,,6840.77,1032.40,5808.37,8,
301523,el OMEGA 6th Zone,765,01012025,12:12:52,blk 23 - SMH - school,,,2502.37,341.95,2160.42,7,CLSD
301524,PH FAMILY 011,757,28012025,13:11:07,blk 20 - SMH - square,Alexandria,Sidi Gaber,2898.40,763.59,2134.81,7,
301526,PH Family Smouha Branch 1,737,03012025,14:20:59,"Salah Salem 60, SMH zone",,,3442.74,980.59,2462.15,2,CLSD
301534,el EL NASR  Mall,717,25012025,13:50:08,Smouhha 123 Horreya,,,1549.66,107.45,1442.21,6,
301544,El Hokama Smouha Statio nSt.,762,04012025,09:29:46,,,,6540.68,562.29,5978.39,11,
301559,Al Amal Shubra,749,26012025,15:22:31,blk 22 - ASH - market,,,4944.97,512.25,4432.72,5,CLSD
301563,Ph/EL NASR Main oad,707,28012025,08:30:05,"Autostrad 168, DNT zone",,,3561.05,592.98,2968.07,2,CLSD
301564,el el nasr Main Road,700,17012025,08:04:19,blk 28 - DNT - square,,,5312.78,1063.10,4249.68,9,CLSD
301568,Silver Care Downtown (2),754,16-Jan-2025,12:54:02,,Giza,Imbaba,4912.64,1273.97,3638.67,5,CLSD
301571,Ph/El Shifa Branch 1,753,27012025,09:50:32,,,,3213.34,469.75,2743.59,6,CLSD
301573,Sunrise Main Road,722,04012025,12:36:46,"Geish 1, DNT zone",,,4883.02,447.72,4435.30,7,
301575,PH ALPHA PHARMA SQUARE Main Road,715,28012025,14:04:09,,,,4447.64,389.89,4057.75,7,CLSD
301581,merto  el br.2,715,23012025,18:40:10,,,,4294.89,573.03,3721.86,10,
301589,El Zahraa Montaza 6th Zone506,701,15012025,11:30:33,,Cairo,Shubra,5083.16,870.45,4212.71,7,CLSD
301592,PY/EBN ISNA EL,765,17012025,14:02:42,"Sudan 226, MRG zone",,,5424.52,536.79,4887.73,8,CLSD
301594,el El Zahraa El (2)681,734,06012025,08:36:23,,,,4079.98,746.53,3333.45,8,CLSD
301599,Sunrise El 011,747,03012025,16:52:00,,,,576.61,110.29,466.32,4,CLSD
301605,Better Life Nozha (2),769,17012025,14:46:29,Heliooplis 38 Nasr,,,4099.99,496.18,3603.81,8,
301612,EL ALPHA WH-696,702,13012025,08:18:13,"9th District 204, HLPL zone",Cairo,Heliopolis,9202.38,1952.44,7249.94,13,CLSD
301616,el el baraka Branch 1,764,26012025,08:54:28,Heliopolis 15 Corniche,,,4984.08,516.84,4467.24,10,CLSD
301624,Life Line Maadi Station St.,733,24-Jan-2025,11:43:17,,,,2895.94,468.98,2426.96,7,
301626,Ph/Pharma Plus  Station St.,765,14012025,11:59:50,"Gamet Dewal 75, HLPL zone",,,4626.99,651.81,3975.18,8,
301628,PY/Green Leaf Station St.,762,14012025,08:12:04,Heliopoolis 233 Tahrir,,,1802.82,96.03,1706.79,4,CLSD
301633,PY/MISR HELIOPOLIS,709,24012025,15:01:02,,,,1382.00,245.53,1136.47,2,CLSD
301641,PH HOPE-A718,741,21012025,12:39:58,"Port Said 59, HLWN zone",Cairo,Helwan,566.19,79.10,487.09,2,
301646,Dr Medha Shubra (2),716,19012025,14:27:36,"194 Haram st., near police st., MAD",,,4548.73,474.57,4074.16,8,
301654,mira,729,11012025,11:47:06,Maadi 29 Geiish,,,2489.59,259.62,2229.97,2,CLSD
301660,PY/Silver Care 2),730,05012025,12:34:14,"29 Industrial Zone st., near mosque, MAD",Giza,Ard El Lewa,2643.84,300.68,2343.16,4,
301664,AL AMAL IMBABA-A,704,02012025,12:57:43,Maaadi 50 Nasr,,,4126.90,990.35,3136.55,9,CLSD
301665,HEALTH GATE BANHA-A921,719,02012025,18:03:23,,,,5373.90,1090.59,4283.31,8,CLSD
301670,city care haram Main Road,715,11012025,13:48:46,"Geish 70, MAD zone",Cairo,Heliopolis,1866.17,195.53,1670.64,7,CLSD
301677,El-EL TOURATH HELWN-A,705,24012025,13:51:55,"129 Mustafa Nahhas st., near bridge, MAD",,,4552.70,936.85,3615.85,8,CLSD
301679,PH EL HOKAMA 011,753,22012025,12:41:08,blk 10 - MAD - police st.,,,8592.24,999.53,7592.71,15,
301680,PH el faraby maadi Brancch 2,737,05012025,09:41:42,blk 11 - MAD - metro,,,2324.34,482.59,1841.75,6,CLSD
301681,Ph/Dr Medhat Mokattam,760,27012025,11:49:18,Mokattam 114 Gamet ewal,,,4681.01,463.72,4217.29,8,CLSD
301687,el CCity Care Mokattam 011,745,07012025,14:57:23,,,,2207.93,175.29,2032.64,5,
301688,PH CityC are Mkattam br.2,762,16012025,12:09:27,,,,2062.03,227.09,1834.94,2,CLSD
301694,El-EL SHIFA NAS R(2),743,16012025,14:04:21,Nasr City 08 Abbas,,,9775.84,1743.63,8032.21,12,CLSD
301698,Ph/Dr Medhat Rehab View Branch 1449,751,10012025,08:12:18,,,,6020.70,1585.18,4435.52,14,
301699,GREEN LEAF SQUARE,716,15012025,08:09:23,NSC/114,,,1467.17,170.22,1296.95,2,
301704,EL el baarka nasr br.2,752,13012025,12:25:45,blk 3 - NSC - market,,,3608.23,844.55,2763.68,7,CLSD
301713,omega Statioon St.,752,03-Jan-2025,12:07:28,"160 Autostrad st., near hospital, NSC",,,3996.85,905.19,3091.66,8,CLSD
301714,omega Station St.,700,22012025,15:41:02,"Mustafa Nahhas 136, NSC zone",,,2027.62,439.14,1588.48,4,CLSD
301723,EL El Baraka (26)01,760,19012025,17:37:40,"Geish 196, NSC zone",,,1795.34,292.21,1503.13,3,CLSD
301726,HEALTH GATE NASR 04894,713,11012025,14:20:39,,,,2652.62,522.12,2130.50,7,CLSD
301729,El Zahraa Nasr th Zone135,713,13012025,14:33:49,NSC/54,,,9092.19,1785.50,7306.69,12,CLSD
301732,el UNRISE BANHA rBanch 1,721,11-Jan-2025,09:58:42,Nasr City 18 Sduan,,,1638.25,133.45,1504.80,2,
301751,CARE 24 SEVEN NEW Main Road,756,07012025,10:17:58,"Mustafa Nahhas 12, NC zone",,,5422.06,416.38,5005.68,6,CLSD
301753,el Sunrise Statin St.,748,09012025,11:29:34,,,,4802.86,598.24,4204.62,6,
301759,dr mehdat square Station St.,715,23012025,14:27:03,,,,3563.56,495.04,3068.52,6,CLSD
301760,Ph/DR MEDHAT SQUARE br.2,747,24012025,13:57:50,"132 Haram st., near gas station, OBR",,,3335.84,707.47,2628.37,5,
301785,LIFE LINE SHBRA (2)836,761,11012025,14:13:21,blk 5 - SHB - mosque,,,10895.42,1496.82,9398.60,14,
301793,PH dr medha tnozha 04486,709,10012025,12:35:55,,,,1509.02,268.39,1240.63,4,
301795,Nilee CCare,731,17012025,15:35:26,"Salah Salem 107, ZMK zone",Cairo,Zamalek,3886.19,586.64,3299.55,8,CLSD
301797,El-star care zayed Station St.258,706,03012025,13:28:14,"Sudan 95, OCT zone",,,2267.75,350.91,1916.84,5,
301798,El-Ebn Sinna 6th Branch 2,747,06012025,13:38:45,OCT/200,,,6102.99,1510.39,4592.60,13,CLSD
301802,PH El Hokama 011,748,28012025,11:16:20,"Gamet Dewal 155, OCT zone",,,892.30,110.77,781.53,5,
301803,PY/FAMLIY Station St.,720,18012025,15:34:24,,,,2640.73,312.70,2328.03,4,
301804,family Main Rooad,722,22012025,11:23:27,"37 Gamet Dewal st., near market, OCT",,,4993.14,608.89,4384.25,7,
301814,Ph/Al Nozha Smouha Mall,727,11012025,11:28:20,"11 Nile st., near police st., OCT",,,3364.35,174.62,3189.73,7,CLSD
301817,el CITY CARE HARAM Main Road99,725,05012025,12:06:27,blk 12 - OCT - bridge,Giza,6th of October,2727.19,676.09,2051.10,7,
301833,El-EL BARAKA MARG,715,22012025,16:20:06,"197 Port Said st., near square, AGZ",Cairo,Helwan,5730.23,508.09,5222.14,9,CLSD
301834,Ph/Alpha Pharma,718,27012025,12:19:18,"Sudan 31, AGZ zone",,,4892.82,973.55,3919.27,8,CLSD
301837,el El Zahraa159,737,22012025,16:49:03,,,,5005.95,1351.30,3654.65,12,
301844,Nile Care Ard (2)848,727,15012025,13:47:57,,Alexandria,Borg El Arab,6159.70,424.56,5735.14,10,
301846,El-Star Care Ard 04,764,05012025,12:37:44,,,,3410.98,369.45,3041.53,6,
301847,METRO ARD Branch 2269,711,23012025,12:27:38,AEL/73,Giza,Ard El Lewa,3185.44,686.48,2498.96,7,CLSD
301854,Al Amal Ard-A,750,12012025,12:11:33,"Tahrir 55, AEL zone",Giza,Ard El Lewa,4158.51,1205.47,2953.04,5,
301863,golden care,746,05012025,13:04:27,blk 15 - BLD - gas station,,,1378.94,314.29,1064.65,8,CLSD
301872,PH salamtek dokki,752,18012025,14:01:14,blk 2 - DKK - mosque,,,3575.28,814.95,2760.33,5,
301874,PH Hope Dokki,768,26012025,14:25:41,,,,1725.29,189.59,1535.70,7,
301876,El Nasr Dokki 6th Zne,742,16-Jan-2025,12:43:50,"68 Autostrad st., near gas station, DKK",,,4032.57,675.90,3356.67,7,CLSD
301877,el El Nasr Dokki,725,17012025,12:13:06,,,,4622.56,1119.76,3502.80,5,CLSD
301880,Al Amal Dokki Station St.331,715,15012025,11:08:08,,Alexandria,Sidi Gaber,744.00,67.38,676.62,3,CLSD
301884,E BARAKA DOKKI Station St.,704,16012025,12:10:24,,Cairo,Heliopolis,7286.63,1714.06,5572.57,8,CLSD
301887,Ph/nile care dokki-A,700,21-Jan-2025,14:58:12,,Giza,Mohandessin,1148.44,173.24,975.20,4,
301897,EL LIFE LINE MADI BBranch 2,720,25012025,09:07:03,,,,3446.45,479.86,2966.59,7,
301899,El Baraka Smouha,723,13012025,12:07:36,,,,2975.68,381.75,2593.93,9,CLSD
301900,El Baraka Smouha Branch 1703,710,24012025,12:11:59,,,,3363.89,600.38,2763.51,7,CLSD
301905,El-ELITE DOKKI Mall387,769,21012025,18:30:06,,,,5445.79,692.73,4753.06,7,CLSD
301924,Metro Nozha (2),729,14012025,14:13:47,,,,4278.24,435.15,3843.09,14,
301926,EL Ebn Sina,705,15012025,13:12:47,,,,1800.94,381.15,1419.79,5,
301930,el silver care haram Sation St.,705,18012025,10:36:57,,,,4415.22,926.25,3488.97,10,CLSD
301932,Ph/green leaf,704,22012025,09:51:54,"Tahrir 69, FSL zone",Giza,Hadayek October,1966.96,427.25,1539.71,5,CLSD
301936,family,727,21012025,08:13:34,Fasial 21 Mustafa Nahhas,,,3159.60,156.97,3002.63,6,CLSD
301945,Silver Care Faisal br.2,717,02012025,08:39:52,"199 Autostrad st., near police st., FSL",,,5319.97,555.08,4764.89,8,CLSD
301957,silver cae 04,716,14012025,08:59:16,HOC/10,,,2214.06,316.12,1897.94,2,
301971,El-Silver Care 6th Zone,708,18012025,11:02:57,Haram 20 Autostrad,,,1265.22,327.55,937.67,4,CLSD
301972,Star Care RRehab View 011,702,19012025,12:39:49,blk 12 - HRM - park,,,3375.83,557.37,2818.46,8,
301973,el El Baraka Haram Branh 2,764,05012025,11:21:37,,Giza,Haram,4627.52,535.55,4091.97,4,
301979,PHARMA PLUS HELWAN-A552,755,02012025,14:35:57,"49 Autostrad st., near police st., HRM",,,2956.09,544.12,2411.97,4,
301980,Ph/pharmma plus helwan,713,08012025,20:41:25,,,,3298.64,552.24,2746.40,8,CLSD
301983,Silevr Care011,703,17012025,10:15:16,,,,4821.74,1038.55,3783.19,4,CLSD
301988,PH EL FARABY HARAM280,745,12012025,08:34:57,,,,6596.50,651.54,5944.96,8,CLSD
302002,EL NASR SHUBRA939,720,10012025,08:08:25,,,,2970.96,359.29,2611.67,8,
302012,El-MMira621,746,11012025,08:37:01,"Haram 21, IMB zone",,,9584.90,2171.64,7413.26,8,CLSD
302013,PH imra-A,742,14012025,15:33:24,,,,2913.44,546.28,2367.16,6,CLSD
302019,EL Union Pharrm Mohandessin Branch 2,729,02012025,12:13:47,blk 8 - MHS - market,,,1063.02,143.71,919.31,3,
302025,PH Life Line Rehab View,732,05012025,10:11:16,,,,6788.24,865.46,5922.78,7,
302028,El Baraka Shubra (2),737,09012025,10:35:07,,,,5587.59,1299.83,4287.76,5,
302037,El-LIFE LINE Branch 1,757,15012025,09:10:55,"146 Gamet Dewal st., near metro, MHS",Giza,Mohandessin,5410.94,1553.08,3857.86,10,
302039,PY/AL AMAL MOHANDEESSIN Station St.,763,09012025,16:47:36,,,,3257.28,366.28,2891.00,4,
302041,A AMAL MOHANDESSIN 011,701,04012025,12:25:08,"Corniche 45, MHS zone",,,4953.64,895.07,4058.57,5,CLSD
302045,ANNGEL296,700,22012025,14:37:56,,Alexandria,Sidi Gaber,1620.72,317.23,1303.49,3,
302067,Ebn Sina Dokki Branch 1,737,14012025,08:32:44,,,,4465.00,1055.33,3409.67,13,
302073,PH Dr Mdhat 011,765,17012025,14:10:56,"133 Zayed st., near market, SZ",,,2778.71,350.26,2428.45,10,CLSD
302080,PY/FAMILY MAIN WH-187,752,04012025,10:04:02,"Salah Salem 147, SZ zone",,,5467.29,1492.80,3974.49,6,CLSD
302088,Ph/NILE CARE SHEIKH Mall,733,21012025,10:42:20,"Mustafa Nahhas 86, SZ zone",Giza,Sheikh Zayed,8853.90,1225.99,7627.91,14,CLSD
302089,EL Seha First Zayed Branch 1,747,20012025,14:21:11,,,,1917.01,420.27,1496.74,6,CLSD
302093,AL NOZHA WH-200,766,27012025,13:38:22,,Cairo,Helwan,2888.79,622.26,2266.53,10,
302105,el Al Amal Marg br.2,750,16012025,11:58:25,,,,912.15,191.28,720.87,2,
302115,el nasr,713,19012025,12:42:51,Banha9 3 Nile,,,3290.32,541.93,2748.39,6,
302117,el Nile Care Haram 011,728,17012025,14:25:48,BNH/57,,,3667.99,336.59,3331.40,8,
302124,el City Care Shubra Main Road,739,05012025,12:34:54,"50 Faisal st., near bridge, SHK",,,6857.45,1941.99,4915.46,11,
302131,PH union pharm helwan 011,742,08012025,15:39:09,"124 Nile st., near square, SHK",,,1286.70,265.47,1021.23,3,
302132,PH Green Leaf Branch 2,711,18012025,14:45:00,blk 29 - SHK - bridge,,,6905.76,1312.25,5593.51,10,CLSD
302133,Ell-green leaf,716,15012025,16:57:25,,,,2906.54,230.39,2676.15,8,
302139,PH EL SHIFA Station St.194,730,21012025,13:37:00,"70 Gamet Dewal st., near police st., SHK",,,4575.88,488.62,4087.26,7,
302140,Ph/LIFE LINE,738,05012025,12:14:27,,,,10018.18,2477.47,7540.71,7,
302143,El-EL ZAHRAA PH. SHUBRA 2ND br.2,749,15012025,15:14:34,blk 4 - SHK - square,Qalyubia,Shubra El Kheima,7514.14,903.64,6610.50,10,
302154,PY/omega aagami Main Road,739,21022025,16:13:49,Agami 143 ort Said,,,7471.96,1879.17,5592.79,5,CLSD
302158,PH Care 24 Seven Mall,739,24022025,13:21:36,Agami135 Nasr,,,2721.62,719.18,2002.44,6,CLSD
302160,EL CARE24 SEVEN 011,725,25022025,19:06:46,,,,2992.07,699.52,2292.55,3,
302162,EL EL NASR MARG-A,720,05022025,12:23:30,"173 Mustafa Nahhas st., near school, AGM",,,2743.98,343.98,2400.00,4,CLSD
302172,PY/Alpha Pharma Branch 1,746,10022025,16:45:59,,,,4988.57,1118.60,3869.97,6,
302182,PH Al Amal Branch 1,709,15022025,13:15:43,,,,2298.06,423.10,1874.96,7,
302183,PH Al Amal Branch 2105,720,16022025,09:16:25,,,,3575.12,347.47,3227.65,4,
302190,el EBN SINA REHAB VIEW (2),715,09022025,10:33:49,blk 29 - BOA - mosque,,,3426.76,262.83,3163.93,4,CLSD
302192,GOLDEN CARE,730,18022025,11:29:52,,,,1604.36,251.75,1352.61,4,
302201,EL EL SHIFA 011,728,08022025,13:44:14,,Giza,Imbaba,379.36,27.20,352.16,2,
302203,Ph/METRO MANDAR A(2),725,24022025,18:32:12,,,,6753.89,1595.76,5158.13,13,CLSD
302212,Caree 42 Seven-A,755,17022025,14:14:19,"Corniche 147, MDR zone",,,3028.81,627.96,2400.85,4,CLSD
302215,care 24 seven obour (2),761,23022025,11:53:49,Montaza 2 Corniiche,,,5263.88,665.80,4598.08,7,
302227,PH GOLDEN CARE 6thh Zone,736,12022025,14:19:29,"Mustafa Nahhas 148, SDG zone",Alexandria,Mandara,1379.90,226.26,1153.64,2,
302228,EL el hokama square 04,735,21022025,19:08:14,blk 5 - SDG - gas station,,,3304.82,546.78,2758.04,8,CLSD
302230,PH care 24 seven square 011,730,09022025,08:27:58,,,,1153.74,126.90,1026.84,6,CLSD
302239,golden care smouha-A,750,04022025,08:01:57,blk 24 - SMH - gas station,,,1716.81,377.39,1339.42,5,
302247,ELITE,702,28022025,08:46:50,,,,3145.80,588.13,2557.67,8,
302258,Pharma Plus Square (2),768,27022025,15:01:37,,,,6675.08,981.84,5693.24,11,CLSD
302263,EL SALAMTEK SMOUHA br.2,716,13022025,10:13:53,blk 29 - SMH - gas station,,,5338.58,499.63,4838.95,10,CLSD
302264,EL salamtek smouha 011251,752,10022025,11:03:35,,,,5438.94,1437.16,4001.78,6,CLSD
302266,el EL NASR Mall,702,04022025,11:01:35,,Alexandria,Smouha,6586.47,1182.63,5403.84,10,
302270,EL bEn Sina Smouha,760,11022025,14:28:12,SMH/103,,,6160.86,682.25,5478.61,6,CLSD
302274,Ell-Life Line Smouha,748,04022025,08:25:42,Smouha 48 Abas,Alexandria,Smouha,1313.85,136.84,1177.01,5,CLSD
302279,el Elite Agami Station St.,745,04022025,14:57:54,"Abbas 14, SMH zone",,,5562.37,497.03,5065.34,9,CLSD
302282,El Hokama Smouha Mall,744,26-Feb-2025,14:40:08,,,,4241.77,476.20,3765.57,9,
302283,el City Care MainR oad,744,20022025,11:54:34,"Tahrir 205, SMH zone",,,4435.84,421.45,4014.39,6,
302289,El-mira Station St.589,709,18022025,16:39:26,,,,1127.02,190.61,936.41,3,
302290,Mira-A945,703,23022025,13:39:33,"9th District 88, ASH zone",,,5485.71,1204.44,4281.27,10,
302291,Mira 011,709,20022025,10:27:29,"217 Sudan st., near square, ASH",,,3188.53,671.74,2516.79,9,CLSD
302296,Ph//Nile Care Montaza Branch 1,747,26-Feb-2025,12:15:10,,,,2651.60,630.95,2020.65,4,
302299,EL NIE CARE MONTAZA br.2,741,06022025,08:25:49,,,,521.36,133.95,387.41,2,
302304,Ph/MIRA AIN-A,761,15022025,16:10:57,ASH/11,,,3141.64,355.46,2786.18,8,CLSD
302311,Better Life Ain Station St.,719,09-Feb-2025,13:52:34,ASH/28,,,3507.44,601.09,2906.35,2,CLSD
302322,el EL ZAHRAA NZOHA212,758,27022025,13:05:23,,,,2920.19,803.97,2116.22,2,CLSD
302326,EL Seha First Downtown 011,759,17022025,08:05:03,,Alexandria,Smouha,3818.26,960.85,2857.41,10,
302334,el nasr obour br.2,743,16022025,11:33:35,,,,12179.84,2272.14,9907.70,15,
302335,el nasr obour br.2,760,05022025,14:43:48,,,,2044.02,275.00,1769.02,4,
302336,EL Metro El Mall421,763,19022025,10:33:06,,,,1487.09,82.27,1404.82,7,
302341,el el shifa el 011947,721,11022025,10:14:55,"133 Sudan st., near park, MRG",,,2668.95,213.94,2455.01,6,CLSD
302351,El-Ebn Sina Station St.,711,08022025,12:09:00,,,,8772.29,1600.77,7171.52,12,CLSD
302357,el hokaa montaza Branch 2,717,25022025,08:55:33,,,,4072.48,311.48,3761.00,8,
302362,Ph/Better Life-A,716,27-Feb-2025,08:39:15,"Nasr 193, HLPL zone",,,7504.93,949.33,6555.60,13,
302368,El Tourath Oct Cty,763,24022025,10:22:27,,,,1431.81,158.13,1273.68,5,CLSD
302372,PY/el zahraa faisal,708,03022025,12:14:33,,,,1262.05,284.64,977.41,3,
302380,el Blue Wave 6th Zone,762,27022025,11:44:46,"Geish 228, HLPL zone",,,5173.86,518.41,4655.45,6,CLSD
302393,Ph/CITY CARE ZAYED,765,18022025,19:21:16,"175 Corniche st., near square, HLPL",,,3419.46,314.46,3105.00,6,
302397,misr heliopoli sStation St.,720,12022025,14:31:55,"75 Port Said st., near bridge, HLPL",,,4632.66,658.43,3974.23,8,CLSD
302398,uion pharm-A,723,05022025,08:13:26,blk 16 - HLPL - school,,,5932.20,808.31,5123.89,5,CLSD
302400,Union Phharm,727,05022025,11:12:46,blk 2 - HLPL - school,Cairo,Heliopolis,3065.78,195.05,2870.73,11,
302403,EL Elite,756,03-Feb-2025,11:40:30,,,,8156.62,852.78,7303.84,10,
302404,EL SEHA FIRST NOZZHA,700,01022025,10:12:22,Heliopolis 31 Faisal,,,3528.70,391.12,3137.58,2,
302406,EL ZAHRAA 04,761,11022025,08:10:14,,,,3960.50,518.34,3442.16,7,CLSD
302407,Ph/El Zahraa Main Road,760,20022025,11:39:56,,Cairo,Heliopolis,6451.36,911.20,5540.16,10,
302414,star care helwan (2),720,22-Feb-2025,13:44:13,,Cairo,Helwan,5604.10,657.76,4946.34,7,CLSD
302415,EL HOKAMA WH-522,745,18022025,10:29:40,,,,876.64,52.29,824.35,4,CLSD
302423,el dr medhtt shubra,701,01022025,14:17:31,"Gamet Dewal 233, MAD zone",,,3362.18,653.21,2708.97,4,CLSD
302427,PY/el tourath (2),751,19022025,16:03:57,blk 5 - MAD - school,Giza,Mohandessin,3196.17,780.09,2416.08,4,CLSD
302438,El-Angel (2),703,19022025,13:42:44,,,,2945.68,522.03,2423.65,7,
302457,El-EL FARABY OCT CITY Station St.,710,18022025,13:24:08,,,,7114.55,1354.77,5759.78,11,CLSD
302459,EL angel Station St.,748,16022025,13:37:47,,,,3617.43,442.37,3175.06,6,CLSD
302466,PY/El Baraka Maadi Branch 2,739,06-Feb-2025,13:09:06,,,,9221.25,2457.11,6764.14,10,
302468,EL GreenLeaf Maadi,706,04022025,09:55:55,,,,6547.49,932.79,5614.70,12,
302470,el Seha First Nozha756,710,28022025,13:09:34,,,,4093.73,666.94,3426.79,8,
302471,PH SALAMTEK MAADI Mall,761,17022025,16:07:45,,,,1058.28,158.53,899.75,2,CLSD
302474,el El Hokama br.2,712,17022025,12:50:19,,Cairo,Maadi,9629.04,894.52,8734.52,7,CLSD
302482,PH Angel Nozha Main Road351,748,22022025,13:18:35,Mokattma 21 Horreya,,,6141.74,867.89,5273.85,6,CLSD
302484,PY/union pharm obour816,755,13-Feb-2025,14:13:13,"71 Autostrad st., near metro, MKT",,,2077.88,474.94,1602.94,4,CLSD
302488,el City Care Mokattam 011,716,28-Feb-2025,08:46:15,Mokattam 117 Thrir,Cairo,Mokattam,8893.18,884.17,8009.01,15,
302491,HEALTH GATE WH-598,765,02-Feb-2025,11:58:50,Nasr City 1  Tahrir,,,2818.75,327.99,2490.76,12,
302496,PY/UNION PHHARM NASR (2),708,21022025,11:38:23,blk 4 - NSC - mosque,,,2406.72,581.75,1824.97,2,
302502,PY/Misr Main Road,729,17022025,13:49:53,"89 Autostrad st., near market, NSC",,,7751.95,755.04,6996.91,8,
